hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
0.0,0.0,0.0,0.0,0.0,0.0,0.311777710915,7.81469106674,13.6281557083,17.6261615753,19.7017498016,20.1381950378,20.9549503326,17.7789001465,10.8280382156,8.50852394104,5.47564554214,0.301017522812,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0291323065758,1.18495023251,12.1984462738,18.588514328,21.2165336609,21.827589035,21.858549118,21.090631485,17.2608070374,11.3267831802,7.59290313721,5.43008899689,0.186581164598,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.432722121477,10.2483472824,18.2179794312,21.2037258148,21.3940811157,21.6861572266,22.5927143097,22.0782680511,20.4158420563,18.5254135132,13.3059644699,0.734258651733,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.183991640806,4.73977375031,9.04257965088,9.23252105713,11.2572488785,15.0958509445,16.8081493378,19.3331851959,19.0590553284,15.0394153595,5.33582735062,0.15325525403,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.269188523293,6.1129784584,12.3626775742,17.3748512268,18.8927955627,19.1379890442,19.2048206329,16.9284572601,11.2710981369,6.57365274429,1.95930874348,0.0340160727501,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.209848999977,4.10442066193,8.82575702667,10.9058732986,13.2201166153,14.9688453674,15.4363603592,15.111330986,14.5383491516,11.3539171219,5.03606319427,0.118406504393,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0107878148556,0.66618591547,10.4731760025,11.5329589844,14.8585033417,17.0199317932,17.0101966858,16.0972900391,13.1492500305,10.2102222443,8.34116744995,3.71819543839,0.115713745356,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.432722121477,8.34930610657,10.3714256287,14.0127458572,17.5452709198,19.9585876465,21.9517421722,21.9476642609,20.5737895966,18.2712974548,11.0849761963,0.283990502357,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.474493920803,11.0548858643,15.5556621552,17.3191642761,18.3042411804,19.1375808716,21.0627689362,20.9938011169,19.6824245453,16.4599285126,8.70156764984,0.171695411205,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.624304294586,11.2660636902,16.4066085815,19.2500267029,19.7207965851,19.6002521515,19.5752124786,19.5604324341,19.9456710815,18.5988025665,12.3690834045,0.283990502357,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.604354798794,10.2722921371,15.5942325592,18.0006160736,17.6362018585,15.7952327728,17.2974376678,17.6718063354,15.8468294144,13.5654573441,8.37910079956,0.171695411205,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.313167959452,5.91359424591,7.86069250107,12.765958786,15.8258628845,16.2389221191,17.993686676,20.3656997681,19.6287536621,13.7240076065,6.15105867386,0.0936872661114,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.61570584774,11.7268619537,19.0651874542,21.5970115662,23.0786762238,22.1694717407,20.9939022064,19.4069976807,17.1437129974,13.8312797546,8.58176708221,0.171695411205,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.326288163662,9.77136993408,15.557185173,20.0026855469,21.3238887787,20.8437767029,20.5717353821,23.0904388428,20.7163238525,17.4764575958,13.2784147263,0.171695411205,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0107878148556,0.874235033989,11.3448972702,18.2787780762,21.4718589783,23.0815200806,22.7337646484,21.7143535614,20.4607448578,19.3776016235,16.022228241,9.00984191895,0.136846661568,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0291323065758,1.13323712349,10.8124876022,15.6330080032,19.0640640259,20.7236824036,21.4347858429,20.7664165497,18.9493179321,16.5322666168,13.476805687,7.86282730103,0.107699543238,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.208111017942,6.63049554825,11.583313942,14.9908676147,18.5942516327,20.4651298523,20.5337677002,18.8130149841,13.7276039124,9.41217517853,4.70378303528,0.0357521474361,0.0103232860565,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.424123585224,8.9685344696,11.9735403061,15.3632392883,18.2301292419,19.2643795013,18.6947116852,17.0968570709,13.8073959351,9.42155838013,4.08789730072,0.0330593883991,0.0103232860565,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.533994197845,10.2907848358,16.6795349121,18.0740699768,16.6153278351,14.5991010666,12.5569076538,9.35997104645,6.2312040329,3.24709677696,1.33466410637,0.0149689614773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.310482621193,10.1901922226,16.0755882263,17.2959690094,18.300037384,18.8484840393,18.661031723,16.4685630798,13.553030014,11.2014780045,5.00503826141,0.0519350469112,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.109688043594,3.17291975021,7.88887405396,11.5210428238,12.7374343872,14.1069154739,15.8264684677,16.6490001678,14.4010753632,10.6454944611,5.90261363983,0.0538814067841,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.61570584774,11.4034614563,14.5331716537,18.770608902,20.5264778137,22.5177268982,22.6830539703,21.4553661346,18.5984611511,13.763381958,8.06823921204,0.0603353977203,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.30994579196,4.5001001358,7.7024974823,10.1848278046,9.16760826111,9.17676830292,9.60339736938,9.94419002533,8.78420829773,5.9258890152,2.00149679184,0.0123402178288,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.331667661667,5.14790201187,3.76483058929,6.00570297241,7.26236963272,8.42080497742,7.85749578476,6.81746292114,5.22091531754,5.26291036606,1.95962333679,0.0149689614773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.282308697701,10.722117424,17.5018978119,20.7665863037,22.1058921814,21.6217365265,20.5439968109,17.7681770325,10.4433546066,8.10840415955,2.85137557983,0.0222548246384,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.183991640806,4.80140829086,8.67223548889,10.6207418442,12.4734554291,13.4830226898,12.9758348465,11.1558790207,8.91723251343,7.12550020218,3.14230537415,0.0222548246384,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.109688043594,3.17009663582,8.33240509033,11.7601060867,15.0388231277,17.0516166687,18.0937328339,18.5065612793,16.7994861603,11.6083869934,5.26462078094,0.0302591919899,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.226610690355,5.88933801651,11.2928676605,12.6191835403,14.6913900375,16.4358482361,17.3708400726,16.707736969,16.7415351868,16.0653553009,9.36055850983,0.0929366350174,0.00806483626366,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.282308697701,8.54483222961,13.6039800644,18.0597801208,20.4071598053,20.9528713226,16.0731468201,12.39868927,6.94068527222,2.94966721535,1.16648709774,0.0149689614773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.167229890823,4.31022930145,7.12671375275,10.8484182358,13.0780143738,13.7889995575,13.7603816986,10.8256587982,10.2199306488,6.64103746414,1.97421133518,0.0123402178288,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.226610690355,5.28120517731,7.96967172623,11.321264267,12.7140722275,13.1520433426,13.436914444,14.2676868439,14.2928180695,11.5622587204,5.61312484741,0.0303453803062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.149142891169,4.66086053848,8.48570251465,11.3050947189,17.2854881287,18.4530849457,17.9162940979,16.8498382568,11.8895339966,9.58539199829,4.00995826721,0.0275664329529,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0357356071472,1.74861454964,3.24706935883,6.36736726761,8.24551105499,8.31275939941,7.62232446671,8.31344223022,6.25782871246,3.75091218948,1.76013696194,0.0149689614773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0884711146355,3.5895113945,6.97391319275,11.046877861,14.1010541916,16.0386047363,14.9696378708,12.046043396,8.84572505951,6.88695526123,2.23936271667,0.022662550211,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.158907324076,4.44328403473,8.459608078,9.72091674805,8.44297409058,8.93056106567,11.194562912,12.9007472992,12.9649467468,11.475227356,3.40565443039,0.0192438662052,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.161990314722,6.28972530365,13.863740921,15.1792879105,15.9051198959,16.8605442047,15.9382696152,10.5975646973,6.21852827072,5.90563392639,2.21065998077,0.0102288424969,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.147031515837,5.08446216583,10.0286808014,16.114074707,18.3433303833,19.20911026,18.9694252014,17.6191425323,14.2571525574,10.4676237106,5.38083076477,0.0279185771942,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.170013576746,8.70614528656,14.5666151047,18.764415741,21.6930332184,21.8661422729,21.406993866,20.1783695221,17.0943546295,13.3022947311,5.64418411255,0.0303453803062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.149142891169,4.73129558563,6.77183151245,12.2609796524,17.7716827393,20.3017520905,20.9355659485,18.6584663391,16.1744155884,12.6423625946,5.57984018326,0.0303453803062,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.1220446527,6.17146253586,12.2138776779,16.0577087402,17.5648384094,18.5479621887,18.2668571472,14.3375740051,9.43465042114,8.77579593658,4.639960289,0.0302591919899,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0575871169567,3.02715492249,6.85761499405,10.530790329,12.3843173981,12.626581192,15.1943387985,17.5172672272,18.4070663452,16.4218559265,8.24899101257,0.0403767824173,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.107576668262,3.78936505318,4.4813709259,6.2949590683,7.61889076233,8.49271583557,7.40168762207,6.79624891281,6.02436685562,3.25814461708,0.824050068855,0.0128575861454,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.165118515491,3.82279372215,3.70678973198,6.63916635513,7.37959957123,8.7876663208,8.66711902618,6.2108001709,5.59003162384,3.14265561104,1.18285417557,0.0128575861454,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0281313061714,1.57324898243,3.22983574867,8.21304130554,10.6643457413,11.7368278503,10.3419332504,10.961977005,8.08802986145,4.6378455162,0.908331036568,0.0128575861454,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0270209312439,1.19626319408,3.13524222374,10.069524765,14.6546087265,16.5076942444,16.273853302,16.6780490875,13.6723365784,9.6141204834,3.57458209991,0.025455057621,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.167902201414,9.44263648987,14.2368144989,16.3924465179,17.5475540161,18.9668369293,19.3636493683,19.3395557404,17.1514911652,12.1789207458,5.39988994598,0.028147816658,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0760232508183,5.70558929443,10.5698099136,11.2681808472,12.5322570801,13.621840477,14.2620744705,13.1861066818,10.9187097549,10.7272396088,5.31693983078,0.0279185771942,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.133053451777,9.89246749878,17.1227359772,19.7705249786,19.7495250702,18.6649341583,19.0408229828,19.8005771637,18.4680309296,14.4190673828,5.36529350281,0.028147816658,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0769054889679,3.96364569664,7.02551603317,9.38160228729,10.1316366196,11.4427042007,16.1411819458,20.5811843872,19.5839328766,16.3881473541,4.10360240936,0.025455057621,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0737772881985,6.43066310883,13.9604825974,16.4166927338,17.2910022736,18.112247467,18.9642333984,19.2170982361,13.9849252701,10.752497673,6.15998983383,0.0401339828968,0.0,0.0,0.0,0.0,0.0,0.0
