day,demand_pred,hour,hourofday,price_pred,solar_pred
1,47.2115249634,1,1,1.66636872292,0.0
1,20.4510593414,2,2,1.62997484207,0.0
1,51.0796508789,3,3,1.60964858532,0.0
1,48.7003669739,4,4,1.36428546906,0.0
1,21.2775001526,5,5,1.72845852375,0.0
1,24.2140159607,6,6,2.1233754158,0.0293022096157
1,20.7671737671,7,7,4.32145214081,2.55403518677
1,33.5809860229,8,8,5.42138576508,11.566409111
1,22.7524967194,9,9,5.59786081314,17.0278091431
1,22.9813022614,10,10,5.24394989014,20.8727092743
1,113.892341614,11,11,4.42261505127,22.378698349
1,114.266029358,12,12,4.42094993591,20.8635883331
1,130.578155518,13,13,4.54746675491,20.2664241791
1,89.9895172119,14,14,4.12790060043,20.4547462463
1,78.7113418579,15,15,3.98545122147,18.7851905823
1,79.9934463501,16,16,4.07838535309,15.6401500702
1,23.3636646271,17,17,3.9200232029,11.9565248489
1,26.4080295563,18,18,3.74882912636,5.10715436935
1,82.9701309204,19,19,3.90456795692,0.0235764086246
1,99.4476394653,20,20,3.50613284111,0.0
1,111.658561707,21,21,3.12241983414,0.0
1,123.743606567,22,22,3.49341320992,0.0
1,67.9409255981,23,23,2.63796448708,0.0
1,31.4732952118,24,24,1.9372344017,0.0
2,23.0932407379,25,1,1.95974433422,0.0
2,21.9869842529,26,2,2.01420640945,0.0
2,22.9419136047,27,3,1.88371276855,0.0
2,25.9284667969,28,4,1.8796312809,0.0
2,21.9333934784,29,5,2.03337359428,0.0
2,20.0038604736,30,6,2.22954893112,0.00928756594658
2,70.984375,31,7,4.23852539062,2.18772888184
2,32.3928756714,32,8,5.29921579361,11.0162725449
2,25.6214008331,33,9,5.03921794891,15.5167284012
2,69.8138046265,34,10,4.62967157364,19.2079944611
2,144.22052002,35,11,3.9896132946,20.2756786346
2,97.1318359375,36,12,3.740193367,18.7095241547
2,111.732666016,37,13,3.78211855888,17.9544715881
2,96.69921875,38,14,3.06222772598,16.1861591339
2,81.6611404419,39,15,3.10188579559,13.9462823868
2,84.0492324829,40,16,3.30792856216,9.21291923523
2,96.4424819946,41,17,3.07751750946,5.95614433289
2,175.712509155,42,18,3.04708480835,1.14164578915
2,142.007293701,43,19,3.30116271973,0.00828617811203
2,123.943130493,44,20,3.12945365906,0.0
2,98.4674453735,45,21,3.08154702187,0.0
2,87.3292007446,46,22,3.33817076683,0.0
2,41.0802192688,47,23,2.38546800613,0.0
2,21.1529979706,48,24,1.77312302589,0.0
3,64.6721343994,49,1,1.74075973034,0.0
3,25.3799648285,50,2,1.82995927334,0.0
3,22.0248680115,51,3,1.76503574848,0.0
3,22.9419136047,52,4,1.69381916523,0.0
3,24.365819931,53,5,1.83882343769,0.0
3,18.6790618896,54,6,2.02839922905,0.00928756594658
3,30.6209468842,55,7,2.71571660042,1.94056463242
3,98.1593704224,56,8,3.59158849716,8.9329662323
3,105.350509644,57,9,3.3096241951,10.6756095886
3,106.205635071,58,10,3.4531378746,16.0383262634
3,124.362937927,59,11,3.2733361721,19.1174907684
3,106.168136597,60,12,3.07909488678,19.7692832947
3,106.777275085,61,13,3.15651798248,17.7241821289
3,94.8145904541,62,14,1.84862887859,13.5766944885
3,89.2807235718,63,15,2.13726735115,8.6025056839
3,84.3360671997,64,16,2.88531303406,6.69313573837
3,94.4189758301,65,17,2.89320659637,6.75600481033
3,89.4559020996,66,18,2.97242641449,3.303845644
3,81.0662689209,67,19,3.70871067047,0.0208836495876
3,87.7100067139,68,20,3.4176967144,0.0
3,130.085800171,69,21,2.99877953529,0.0
3,139.336868286,70,22,3.57903432846,0.0
3,85.6117248535,71,23,2.64521694183,0.0
3,29.5121059418,72,24,1.78249490261,0.0
4,65.0069046021,73,1,2.0049071312,0.0
4,50.130859375,74,2,1.91207039356,0.0
4,21.6868515015,75,3,1.82789099216,0.0
4,18.7962398529,76,4,1.8888425827,0.0
4,26.1886978149,77,5,2.07857847214,0.0
4,26.4591293335,78,6,2.22666192055,0.00928756594658
4,29.2460327148,79,7,2.81760835648,1.93200099468
4,63.7456665039,80,8,3.05016636848,10.2704877853
