hour1,hour2,hour3,hour4,hour5,hour6,hour7,hour8,hour9,hour10,hour11,hour12,hour13,hour14,hour15,hour16,hour17,hour18,hour19,hour20,hour21,hour22,hour23,hour24
2.04477572441,1.97267389297,1.78312599659,1.82281720638,1.75912892818,3.18342137337,5.20513963699,5.08686208725,5.10050439835,5.06880426407,4.52345848083,3.81146287918,2.96465778351,2.68259620667,2.82440519333,2.82243847847,3.09138607979,3.28500723839,3.56047916412,3.09796571732,2.94383621216,2.78083372116,2.47220945358,2.03869128227
1.87444877625,1.95483922958,1.98049652576,1.89007639885,1.72644245625,1.97660040855,3.27857017517,4.86349773407,5.09347581863,4.96148681641,4.48675489426,3.62520742416,3.06443190575,3.04520368576,2.96681118011,3.0673995018,3.35658311844,3.69089436531,3.95499062538,3.81700205803,3.45242071152,3.02719712257,2.54060721397,2.01538181305
2.06059932709,1.92129826546,1.71698343754,1.3592979908,1.75441801548,3.61326861382,5.41643095016,5.60102558136,6.25110578537,7.50926446915,6.48451519012,4.5032324791,4.59017801285,4.60962295532,4.20521068573,2.59177589417,2.91982030869,3.09178638458,3.59642529488,3.00145769119,3.05968594551,2.91879105568,2.27636814117,1.58801758289
2.52432560921,2.37680196762,2.31248283386,2.44937992096,2.87730193138,3.45656585693,5.26965332031,6.6962184906,6.59942245483,6.93810272217,5.21032619476,4.41320753098,3.91166973114,3.86881113052,3.90907144547,4.18781852722,4.29325580597,4.43085050583,4.20683002472,3.8002808094,3.62720775604,3.41346621513,2.88744735718,1.88110744953
2.71423196793,2.71067214012,2.61187982559,2.5843975544,2.85262203217,2.69775938988,5.00397253036,5.49801397324,6.40499591827,5.7560095787,5.17833900452,4.80217647552,4.36479568481,4.03305053711,4.0652885437,3.88561248779,3.96035861969,3.66187977791,3.81462001801,3.466350317,3.48147249222,3.15913963318,2.88654327393,1.93651759624
2.69727396965,2.88012528419,2.57677221298,2.5106780529,2.84826016426,3.20036387444,4.66195678711,6.03167676926,5.89202928543,6.64290857315,4.8716878891,4.31007099152,4.33084106445,4.24911355972,4.13926506042,4.58773136139,4.43895816803,4.07232999802,4.28202438354,4.0619764328,3.79116034508,3.36517190933,2.94998955727,2.18844461441
2.47943115234,2.51482486725,2.47023224831,2.21916413307,2.1393096447,2.92713451385,5.48150968552,7.47114372253,7.81663799286,7.7604765892,7.39768028259,4.86758422852,5.33413600922,4.67757129669,5.18827009201,4.48373270035,4.32220649719,4.41422080994,5.19255113602,4.12453174591,3.83441329002,3.61184310913,2.94334554672,2.31927537918
2.58886551857,2.87729263306,2.79214000702,2.6517124176,2.50180339813,2.65015673637,4.87078475952,6.37962388992,6.84223842621,7.55574369431,5.12622451782,4.35747671127,4.39326190948,4.05423688889,4.49056529999,4.30271339417,4.42493581772,4.44722080231,4.71564388275,3.85822296143,3.71714711189,3.28838968277,2.73617339134,2.4348180294
2.54589676857,2.72604513168,2.73693037033,2.72838902473,2.63874125481,2.89226150513,4.77846479416,5.77202177048,6.69837617874,5.04846811295,4.84544706345,4.26678562164,4.34270000458,4.43629455566,4.98242473602,4.5533285141,4.51651287079,4.67866277695,4.93873643875,4.27985668182,3.95345568657,3.7234749794,3.17485523224,2.62983989716
2.5706474781,2.4208650589,2.300096035,2.21053266525,2.28001141548,2.45613837242,3.78877258301,4.56046581268,4.75860309601,4.69643259048,4.35855770111,3.97290968895,3.92665743828,4.01879119873,3.86821866035,4.09216022491,3.9819290638,4.01240253448,4.59910011292,4.02459430695,3.83925175667,3.60866880417,2.96010446548,2.56125879288
2.60675191879,2.55238413811,2.36709117889,2.31286072731,2.44803619385,3.45243859291,4.911049366,5.70930814743,6.50366067886,5.86578416824,5.10455179214,4.26455593109,4.21169757843,4.05692672729,4.22058725357,4.20966625214,4.30083465576,4.49316310883,5.19267559052,4.14474010468,3.8505692482,3.5893881321,2.73205423355,2.42129230499
