153.0400,151.4000,154.9400,152.5000,148.5400,148.5700,147.3500,146.8300,146.5000,188.7700,159.7000,154.5600,156.9500,129.7400,77.6600,114.5500,83.4100,97.9200,87.7100,43.9400,24.7400,26.0400,26.6200,27.0000
26.7900,26.2000,25.8900,27.8500,62.4000,42.6400,26.8200,24.7500,27.2600,25.0600,26.7500,25.9700,25.5600,27.5400,26.3100,86.2900,87.5400,128.1700,118.3200,91.1000,154.4100,79.2900,31.6900,44.6300
202.5000,173.8000,143.2400,141.7200,142.2000,140.7100,141.5200,139.5700,144.2300,160.0200,113.8800,120.3800,243.9900,212.7000,120.7900,52.7600,197.3900,164.4800,156.3300,171.2400,89.9100,28.7300,25.1800,32.1100
118.0800,143.2100,143.6800,144.9400,143.8200,144.4400,142.0700,141.0900,139.0200,141.8500,159.3600,21.3500,21.2600,20.5100,22.6400,28.6700,50.1900,134.4400,143.9800,122.3300,178.5400,160.4600,143.0800,104.3300
89.5800,26.0100,20.0000,18.7700,18.2100,20.1200,17.9200,20.2200,17.7200,37.3900,91.5300,155.5300,240.1800,113.4300,101.9700,68.9200,52.8800,53.9400,51.3300,110.0400,60.9100,60.7500,30.7000,30.3200
54.1900,17.7900,21.1400,17.9200,21.3500,17.1200,20.3000,18.7600,18.6000,22.5400,62.4900,64.1100,33.0900,199.9200,151.9900,226.2500,136.8500,144.2800,312.6900,174.9900,211.3900,284.3000,127.7300,87.8300
81.6300,81.0400,83.0900,81.4100,82.5500,66.2700,28.0900,60.7600,128.3700,99.8800,77.8000,70.5100,19.7400,38.5900,111.0500,113.1100,127.3500,113.8900,174.4800,167.6400,205.5000,150.4600,58.2000,19.9600
16.1900,18.7100,17.2400,28.1800,39.6700,16.4700,67.4100,143.2200,128.1400,112.1000,80.9500,56.0800,16.6200,18.0900,16.0000,33.8900,88.2800,126.3800,142.3800,137.2500,192.6400,197.5500,77.4800,98.1400
31.0700,39.2300,20.4200,16.1600,20.8100,16.0800,53.8600,141.7700,178.3800,119.7100,85.6300,238.2500,85.8500,33.2300,101.7200,77.4700,41.0100,109.4600,201.8600,191.4100,176.0400,101.6800,51.1100,22.5700
20.1900,15.2800,18.5200,53.5300,16.2300,17.8600,44.1800,162.1300,150.3200,82.2100,82.1800,69.1100,18.0200,23.7100,19.6300,32.5000,156.7900,194.2900,232.1500,287.0500,222.3800,172.8200,86.8900,77.2300
35.1300,18.7300,18.1400,19.2900,17.5800,48.7400,87.0900,169.9500,119.6400,80.8900,54.4100,16.9100,17.6800,15.2300,20.0900,15.7000,19.2400,34.3600,152.9400,134.0900,137.7000,90.7600,89.0300,47.9600
53.3000,19.0000,15.3900,17.8700,17.3400,15.8800,18.9100,107.5600,159.3300,102.9500,190.2000,213.7800,118.2100,98.3500,97.7800,124.3000,123.4600,167.8800,113.2900,189.2700,270.7300,298.8900,348.8600,304.2800
200.4300,174.9600,172.7700,67.3000,68.0500,71.6500,94.5700,68.4600,78.9100,133.5600,104.1800,60.5100,42.7500,77.9200,109.6500,125.8200,205.5500,252.6700,215.5600,197.4900,191.5700,126.4600,87.7600,82.4700
81.4400,80.5000,27.7200,17.3900,17.5000,14.6400,18.5000,116.6900,155.7400,95.7000,111.3200,82.2900,67.8600,39.1300,89.0500,97.3900,92.5400,107.5200,134.8700,178.3000,164.5500,97.4100,111.4300,149.1900
23.2400,17.9600,18.5100,17.6200,47.0300,24.5200,42.0500,149.0500,65.0900,53.2600,24.0300,38.4200,116.0800,56.7000,115.0100,53.4100,98.9400,171.6900,187.5700,117.5700,83.8100,84.1700,57.2900,23.4000
17.9600,14.7900,51.6000,16.0400,17.2000,15.8100,52.6100,134.1500,187.2000,193.6300,245.1500,146.7400,104.8300,85.5400,91.7800,232.3200,113.3100,184.0100,100.1200,156.3900,193.2500,212.6800,163.2400,117.3400
84.1000,67.7100,17.9500,17.1200,17.1600,16.3500,44.8400,157.3000,99.5000,79.5900,51.9700,16.7800,18.3000,30.3700,22.3200,36.7700,97.9800,129.2000,188.0100,167.5800,178.1100,166.7300,84.2200,31.5000
18.3200,18.9800,18.2900,18.5100,19.0400,18.0300,48.0400,170.3500,127.6700,109.9800,68.6800,15.4700,18.1500,22.9600,25.3800,21.5200,61.9300,80.4300,44.0900,57.6500,92.7300,145.3600,149.4400,109.4600
103.9100,68.9600,62.3000,67.2200,61.3900,63.0600,66.4200,126.8100,122.1100,122.9100,136.7800,124.5400,110.5900,255.0600,158.0200,118.2800,117.1500,167.7100,258.7400,320.5800,222.7800,145.5400,65.7000,67.1600
82.3300,90.0000,94.0500,71.9100,70.4700,72.3700,106.7300,65.2800,115.7600,115.5000,127.8300,171.6000,161.8000,165.8300,115.5400,105.0900,73.7000,171.0400,218.9400,319.8300,364.5900,354.6500,139.6600,32.7600
18.9600,15.6900,18.3000,15.6200,18.2300,16.0000,59.6200,111.8800,185.1800,145.3300,113.7000,80.4800,81.2300,65.8500,86.2700,85.2600,71.4100,68.8400,81.8000,221.9500,267.3400,154.4100,99.3300,97.8200
122.4600,32.3200,28.3400,28.2200,27.9000,27.9900,27.2800,133.5100,99.7700,85.1900,15.5200,17.9800,16.1000,17.3300,16.2100,17.3600,20.3900,120.3000,143.2800,218.4600,214.7400,175.1700,92.4600,79.3600
110.8400,95.2100,89.0100,88.7600,86.7200,86.7400,82.9100,211.4200,225.4900,211.0700,157.9500,93.5000,172.3000,110.2300,94.7800,152.3900,163.1200,101.3100,130.2100,129.4500,177.8400,93.0700,55.4500,68.1000
35.7500,15.1900,18.4400,15.6200,18.9400,15.6100,30.6800,157.2700,79.6100,35.2200,16.1300,17.5300,17.3000,21.6100,72.1500,103.1300,89.4700,105.9000,144.9600,182.5500,121.7800,137.9100,80.6400,62.9400
17.5700,16.5200,16.0000,17.0500,16.1300,17.3700,65.8900,135.9800,30.7100,48.0900,48.0000,152.3500,102.8900,95.3700,92.1900,40.4700,17.4200,35.5300,54.3700,104.2000,88.6400,156.4400,143.7100,105.0800
30.8900,25.7300,15.7600,17.0900,17.4100,17.1000,31.9200,91.9100,123.3000,110.7600,109.9700,94.7200,84.1700,92.5100,194.5100,125.3300,122.7800,86.0700,122.9000,126.6500,120.8500,62.7900,33.7700,185.2000
190.3200,86.3200,83.1500,86.5200,86.9300,84.5800,87.7300,82.0800,133.7200,130.2800,106.2800,129.3900,251.7500,202.1100,106.5300,137.8300,121.5800,150.9600,197.5700,149.8200,227.4700,184.7200,54.3900,20.3200
16.6200,18.7600,16.6100,18.9900,16.3200,63.8500,29.6700,74.9200,94.3600,109.6800,91.0200,84.7100,95.3700,106.3000,89.1100,88.1300,106.0100,99.2500,143.6200,173.3100,205.2200,104.3900,57.0200,79.4200
22.9200,19.0300,17.4700,19.2700,17.4300,19.8200,57.0600,181.5100,90.4700,44.8100,17.0200,29.6400,38.6200,33.6300,38.1200,49.2200,89.8400,116.0300,192.8700,183.8600,172.3800,100.4000,119.4400,36.9600
34.3400,18.3200,36.2100,32.8700,18.7600,18.3300,25.4100,81.9800,143.1600,84.5100,82.5900,170.2700,237.5900,106.9600,111.2400,225.9100,129.0000,102.2800,181.7400,151.5500,69.5800,170.3300,111.7200,19.0900
16.7100,19.1500,17.4600,17.7700,18.2700,40.2800,133.1700,183.5000,197.8400,123.2500,88.4600,82.3200,36.9100,17.8800,18.5900,17.8800,19.9500,48.3200,154.8600,178.5200,127.7700,93.2500,89.9600,82.7100
46.0300,18.4700,17.4100,18.8700,17.4300,15.9300,75.2500,136.5600,91.2200,89.8200,99.6400,78.3300,38.9300,88.1900,49.7000,18.5900,22.4800,30.9900,137.3500,127.0100,65.9700,35.3000,140.9300,207.3300
222.8800,209.4500,209.9000,141.7400,131.2900,139.5900,124.8300,122.9400,130.9900,87.7400,92.3700,98.9300,94.7700,100.1900,235.6300,140.3200,152.7900,146.6000,301.2700,348.8800,209.4800,222.0400,201.0600,164.0500
304.4000,249.5600,141.3700,116.9500,117.7200,120.6100,175.6700,115.2900,135.9300,163.6100,144.6800,70.8200,128.7600,117.3000,89.1900,148.4900,213.9900,137.9800,160.5700,187.5800,188.5300,143.8800,94.8700,128.1900
24.4500,20.7100,22.0200,22.5400,20.9100,69.1500,36.6600,99.5700,179.1200,81.6000,81.5200,18.1100,45.6400,37.9300,65.2500,96.5800,49.9800,45.7000,59.9000,133.4600,206.5500,140.1000,62.6300,25.1900
24.1000,46.4500,19.5000,17.7700,16.2700,19.1300,35.8000,83.2900,111.3700,54.4700,41.0800,44.3100,32.9000,51.0500,69.4000,94.9300,41.4000,40.7300,40.1600,37.8600,113.8000,166.7400,53.3300,17.6500
18.6100,16.0800,19.6100,16.4300,16.7700,20.0700,133.9100,166.1900,131.4300,113.6000,81.0200,136.9100,124.7200,100.0400,98.7700,157.1300,117.4000,73.2700,106.3200,147.0200,107.1100,223.9700,150.1300,51.4900
18.2200,17.5600,16.0300,20.4500,19.6800,44.6700,70.1900,114.9400,104.3300,86.9700,80.3300,79.2900,83.2900,24.1700,20.1300,36.0800,39.0000,106.1300,106.3300,201.7500,178.7200,163.8100,121.5700,47.7900
19.2300,17.4800,20.5600,16.4700,16.7800,18.2800,65.1800,142.9400,99.4900,80.3400,79.8100,83.2400,59.3500,61.6600,85.0800,41.0800,21.0800,19.5300,32.7500,94.3500,143.0700,135.0600,230.1500,37.2400
22.3400,19.4000,22.5500,20.0900,20.2600,21.2000,53.2800,88.0600,100.0300,107.8200,136.1200,153.1400,167.4000,122.1100,124.1800,90.6300,90.0200,108.1200,210.9600,282.6900,244.1800,153.6300,281.4300,189.7000
139.4800,120.0100,118.1100,117.0900,124.5600,163.9500,150.8100,144.5000,159.2500,160.8600,126.0500,206.3900,227.4800,178.4300,205.8700,176.0700,26.3100,91.9700,181.6100,209.0900,189.7200,157.9700,110.5700,85.1000
86.1600,27.0800,19.9400,20.7900,18.0900,19.0000,108.8100,147.9600,130.3200,119.6000,80.5000,82.5400,55.2900,43.7000,78.5400,83.3300,46.2300,43.3100,61.4000,135.3400,216.3300,141.2500,56.9000,55.2000
16.5500,19.0900,17.3300,17.8200,16.7700,17.1200,56.6600,100.3800,61.2300,31.6800,29.7400,34.9200,31.8400,19.3300,46.0700,26.4100,74.5700,89.7600,134.7900,147.5800,86.4000,212.7200,52.0100,73.7900
20.8500,17.0400,17.4000,19.2200,17.2000,17.3500,98.1100,162.9900,152.9200,114.3600,79.5400,114.6000,207.0800,149.3800,145.8100,261.8500,130.8600,58.7100,144.9900,139.7800,109.1900,203.8400,95.2000,20.4000
25.2000,24.2600,21.8800,18.8700,17.5500,64.0700,101.1900,139.7900,87.0200,86.0700,82.1800,82.9900,85.4200,64.0300,19.6100,19.2700,27.6300,24.9300,106.6500,246.6500,217.0700,177.7400,145.4500,99.8400
93.7300,49.5500,31.8600,30.0400,29.4200,34.9300,199.5900,145.1900,20.1000,20.6400,21.3200,59.3600,19.9600,21.9000,19.7500,19.5100,20.5600,24.7700,84.6100,187.7800,169.5800,167.7100,122.2000,108.4600
90.8200,67.1200,17.2300,19.4300,18.8600,28.7900,29.2300,58.4000,156.6200,123.9300,48.8100,17.1700,26.8400,136.2100,97.0100,108.1300,34.1400,26.2000,65.8200,161.6700,112.4400,165.0300,230.9000,236.1100
267.9000,233.3000,144.8400,82.5200,18.2900,50.5600,215.4200,145.4400,203.7600,205.3600,252.0300,147.3800,219.6600,200.2200,212.7600,98.8400,129.6800,128.5600,204.0800,236.7600,204.0500,157.7000,47.4500,23.2100
22.0000,50.4900,18.2300,21.1500,19.9900,18.7400,83.5100,116.8700,97.4300,81.2800,85.5500,83.9700,108.4300,59.2800,20.7400,17.7900,19.7000,34.7600,204.6400,255.8100,238.4000,219.4700,158.3000,150.0700
149.3200,143.7900,146.6700,170.8400,159.9800,141.8100,171.5200,265.0000,208.9400,160.1800,106.0100,101.1200,98.2900,116.9300,93.8400,22.8700,25.5800,25.9900,60.0800,121.8700,264.2800,168.2400,119.6300,107.1500
19.1700,18.2600,56.1100,18.4500,18.5100,16.5900,36.9200,125.7400,85.9400,80.2900,85.3300,41.8600,48.2600,26.1400,20.1900,102.0400,109.7000,122.3000,171.5500,181.2500,240.9700,126.7900,159.6900,160.8300
119.2700,140.7000,140.9000,142.4200,137.9300,140.9000,213.0500,237.8100,210.6800,98.1000,87.7600,91.5900,100.5100,20.4900,36.5000,29.2700,42.4600,42.1600,96.8400,269.4000,207.6500,381.8300,209.9900,177.3300
61.0200,17.7800,18.7000,16.7400,19.4600,15.7600,17.2100,140.3600,120.3500,100.0200,91.4900,75.4100,87.2200,90.9900,84.1900,83.9200,83.3700,42.9500,20.2500,16.8900,18.6000,19.6100,20.6400,50.5700
15.6000,16.0000,19.1500,15.3100,18.1600,17.0900,40.6800,40.1000,17.0200,18.3200,16.0600,17.7000,17.6500,80.5700,27.4300,114.2100,200.6800,245.2300,246.3700,325.9300,245.7700,236.5000,80.1000,19.0700
20.8000,16.9200,18.2600,18.5200,16.8000,19.0200,92.2000,235.5700,114.2600,113.5100,83.0500,81.9700,43.2900,66.3300,155.8400,99.8100,150.4800,162.6800,201.3900,338.6900,252.3300,210.6900,130.7700,17.1700
17.3700,16.6100,17.1800,16.9900,16.2000,17.1600,96.2600,151.4100,74.2000,51.9000,51.3800,41.9500,27.5700,59.2600,24.0200,22.8200,24.6200,23.9800,43.2200,114.8300,160.5900,104.5300,29.3800,43.0500
40.0200,15.7200,18.4100,16.0600,16.1900,17.9500,106.8800,106.7600,130.0900,128.6900,84.8300,101.6600,106.4000,85.1900,85.3500,81.5600,84.3200,21.2700,152.5400,291.1500,261.9100,194.1300,167.5100,60.6200
21.7300,21.7400,42.4400,37.6300,22.8700,21.3200,38.8400,143.4200,132.7500,61.0500,22.7900,21.5100,22.4100,21.3600,21.4800,23.4000,27.6300,51.1700,36.4600,211.5700,200.9200,194.0400,138.1500,35.4500
16.6300,18.8200,17.8200,17.4600,18.1100,16.0100,48.7300,116.5500,121.0100,129.9800,112.5800,105.8900,84.4100,85.5500,51.6900,23.5500,21.9700,19.5100,20.1000,58.9500,22.0100,27.2200,61.4000,56.6800
20.0100,18.0300,17.6800,59.3800,16.6400,18.8400,16.9400,38.0300,72.2600,128.8100,186.7400,141.8100,108.9700,103.3200,130.5000,184.4000,133.3500,132.5200,59.8400,186.0700,130.2900,200.2100,205.0500,175.0500
146.8800,143.0400,144.3400,145.8900,144.9800,145.9000,182.0500,202.0600,144.5100,155.1600,82.1900,46.4200,104.4900,198.4600,92.9900,151.3800,98.1800,115.0200,170.3600,277.8900,207.0800,171.0000,151.2400,59.1300
18.4600,17.4900,18.4900,17.1500,17.3900,17.1200,50.4000,109.3400,132.9600,130.6200,113.2100,115.8300,98.8100,59.8700,70.4100,58.9200,75.6900,89.4700,83.7900,198.6900,139.8900,159.8200,132.7100,24.1200
18.4900,18.1500,17.8100,18.0000,17.3200,18.3600,71.1700,93.7900,80.6300,43.1300,16.9400,19.0300,17.5000,16.8100,19.9700,16.3700,20.0500,58.2600,104.3000,207.3100,126.9500,38.8500,119.2600,111.6700
25.1200,21.2600,22.9700,22.1600,22.3600,20.8400,110.8900,95.8800,83.6300,80.4500,54.2900,58.7900,114.9000,89.9000,56.0900,52.0400,18.1000,23.8900,36.8100,222.3900,169.8800,217.4700,98.7100,74.5400
34.9700,16.3500,18.2300,17.1600,46.1100,20.8300,103.8900,126.1500,80.9500,73.4500,107.4400,88.3400,27.9400,24.5400,47.9000,159.9600,53.0600,33.9600,125.8200,214.5800,200.9000,144.6800,72.5800,45.0300
47.2200,43.8000,46.3300,46.3200,44.9100,46.3000,78.2600,58.2000,117.2800,120.9100,83.3700,16.7300,19.3900,16.8500,19.6600,16.8300,19.5000,51.1900,206.0800,226.8900,104.3200,91.6400,113.9900,66.0800
30.8400,18.0100,16.5700,17.3600,16.2500,16.9600,38.0400,76.2000,106.9800,83.8400,102.1900,82.9600,91.6400,105.0200,89.5100,115.6600,51.0900,158.2300,126.4600,149.0300,247.7900,202.8600,66.8800,17.7300
18.9200,16.5600,19.8700,17.9700,19.0500,30.5800,101.9300,180.1700,185.9000,197.5500,214.9000,140.1600,115.4800,71.4700,58.5900,25.7900,24.4800,27.6000,147.2600,247.4900,193.0600,168.5500,80.9600,66.7500
53.3500,47.7000,20.6500,16.5100,17.4000,17.4200,70.7500,118.7700,113.3600,104.4900,97.4100,68.0800,28.6100,28.6200,110.5500,93.1100,91.8700,84.0300,87.8200,204.3900,246.1200,237.2400,125.2800,68.9600
18.7400,38.3000,36.4800,17.2300,17.8000,16.4000,62.0900,118.4200,151.2700,121.9700,140.0500,122.7200,98.4800,50.2800,19.4900,16.9900,23.8500,18.4000,60.2800,191.1100,137.5700,317.5600,205.2900,85.4500
83.7800,81.6400,28.1500,18.9000,17.0400,18.9400,37.5000,76.4800,93.6100,79.9600,85.1900,112.1000,145.6400,104.7700,84.4500,72.4800,51.6600,112.7800,61.5900,182.5500,151.8900,114.5600,174.7300,151.6800
124.2600,34.3400,18.1700,17.1800,17.0700,17.8600,78.2800,137.0100,96.5400,82.4800,79.8300,76.1400,17.5600,17.5700,27.2200,20.9000,27.5200,55.0200,34.3500,92.9600,22.9300,155.4800,120.2300,84.1200
83.5500,58.7000,17.4100,15.9700,16.0600,16.5900,73.3400,118.1600,78.3500,80.2200,34.7500,16.3000,18.9800,15.5300,18.6500,17.4100,32.5700,44.8700,84.0400,96.5600,130.4200,91.3900,104.4600,44.7500
16.7000,45.3200,24.3700,16.9100,16.1900,17.6500,14.7100,58.5200,92.4200,151.0500,118.9200,99.1200,127.7100,117.7700,157.5400,194.7100,148.9000,144.5600,181.3900,300.9500,233.2700,194.4200,247.0700,248.2400
142.5900,139.3600,141.5800,141.5000,143.5300,150.0800,174.0700,139.3300,172.6700,160.9100,123.4100,40.5900,112.0600,106.6900,149.7300,109.3100,135.0800,21.0600,75.1800,224.7000,266.8100,211.2300,169.0800,85.9600
