day,demand_pred,hour,hourofday,price_pred,solar_pred
1,151.246322632,1,1,2.04477572441,0.0
1,131.987915039,2,2,1.97267389297,0.0
1,165.909637451,3,3,1.78312599659,0.0
1,150.951187134,4,4,1.82281720638,0.0
1,127.183700562,5,5,1.75912892818,0.0
1,150.669158936,6,6,3.18342137337,0.0
1,164.681304932,7,7,5.20513963699,0.012942224741
1,151.363815308,8,8,5.08686208725,6.07208871841
1,132.156494141,9,9,5.10050439835,15.4757633209
1,193.130844116,10,10,5.06880426407,19.2121734619
1,175.828582764,11,11,4.52345848083,21.9625816345
1,132.097702026,12,12,3.81146287918,22.8987903595
1,150.258926392,13,13,2.96465778351,23.4382648468
1,146.877212524,14,14,2.68259620667,22.985616684
1,90.5818557739,15,15,2.82440519333,21.7930736542
1,106.192298889,16,16,2.82243847847,17.6751308441
1,91.0567932129,17,17,3.09138607979,9.55411624908
1,96.1297302246,18,18,3.28500723839,0.130163878202
1,73.8861999512,19,19,3.56047916412,0.00138205289841
1,44.0189476013,20,20,3.09796571732,0.0
1,25.5252094269,21,21,2.94383621216,0.0
1,24.9120922089,22,22,2.78083372116,0.0
1,28.9782829285,23,23,2.47220945358,0.0
1,30.511631012,24,24,2.03869128227,0.0
2,22.4920787811,25,1,1.87444877625,0.0
2,25.8690700531,26,2,1.95483922958,0.0
2,21.933303833,27,3,1.98049652576,0.0
2,26.0882606506,28,4,1.89007639885,0.0
2,61.3583717346,29,5,1.72644245625,0.0
2,49.3381156921,30,6,1.97660040855,0.0
2,22.7605056763,31,7,3.27857017517,0.0201505422592
2,30.0905151367,32,8,4.86349773407,6.61842536926
2,28.5013217926,33,9,5.09347581863,15.2953386307
2,26.1305732727,34,10,4.96148681641,21.1581382751
2,23.6184005737,35,11,4.48675489426,23.2296905518
2,28.976354599,36,12,3.62520742416,23.7140464783
2,28.7571640015,37,13,3.06443190575,23.9670333862
2,24.1941509247,38,14,3.04520368576,24.0707359314
2,30.9115085602,39,15,2.96681118011,21.3877277374
2,94.0084838867,40,16,3.0673995018,16.5563163757
2,90.6578903198,41,17,3.35658311844,9.2293844223
2,146.782272339,42,18,3.69089436531,0.16501262784
2,129.745056152,43,19,3.95499062538,0.00138205289841
2,108.004699707,44,20,3.81700205803,0.0
2,170.000320435,45,21,3.45242071152,0.0
2,90.8470306396,46,22,3.02719712257,0.0
2,34.9595413208,47,23,2.54060721397,0.0
2,51.5408935547,48,24,2.01538181305,0.0
3,186.542510986,49,1,2.06059932709,0.0
3,175.706130981,50,2,1.92129826546,0.0
3,131.653106689,51,3,1.71698343754,0.0
3,148.369949341,52,4,1.3592979908,0.0
3,151.182739258,53,5,1.75441801548,0.0
3,149.954406738,54,6,3.61326861382,0.0
3,130.384307861,55,7,5.41643095016,0.012942224741
3,128.189605713,56,8,5.60102558136,6.29231500626
3,131.663589478,57,9,6.25110578537,17.1175785065
3,147.99949646,58,10,7.50926446915,21.037065506
3,123.877243042,59,11,6.48451519012,21.9089584351
3,113.047302246,60,12,4.5032324791,20.8005046844
3,230.168060303,61,13,4.59017801285,20.5778484344
3,188.262054443,62,14,4.60962295532,18.1853847504
3,106.92615509,63,15,4.20521068573,15.8963880539
3,68.861579895,64,16,2.59177589417,15.4422121048
3,186.984863281,65,17,2.91982030869,10.2412700653
3,175.324584961,66,18,3.09178638458,0.207631707191
3,166.408905029,67,19,3.59642529488,0.00138205289841
3,172.672485352,68,20,3.00145769119,0.0
3,75.7612228394,69,21,3.05968594551,0.0
3,26.7600784302,70,22,2.91879105568,0.0
3,26.9492321014,71,23,2.27636814117,0.0
3,34.8432426453,72,24,1.58801758289,0.0
4,104.875793457,73,1,2.52432560921,0.0
4,128.038787842,74,2,2.37680196762,0.0
4,131.178512573,75,3,2.31248283386,0.0
4,148.348587036,76,4,2.44937992096,0.0
4,148.826690674,77,5,2.87730193138,0.0
4,130.362945557,78,6,3.45656585693,0.0
4,126.145812988,79,7,5.26965332031,0.012942224741
4,167.830993652,80,8,6.6962184906,6.02042388916
4,131.70010376,81,9,6.59942245483,17.1412563324
4,149.771453857,82,10,6.93810272217,21.6031837463
4,127.103012085,83,11,5.21032619476,22.759437561
4,23.5387630463,84,12,4.41320753098,20.90782547
4,21.7682132721,85,13,3.91166973114,21.8307056427
4,21.7013568878,86,14,3.86881113052,22.7899150848
4,21.2008361816,87,15,3.90907144547,20.7760715485
4,30.2278900146,88,16,4.18781852722,17.6114234924
4,55.0594863892,89,17,4.29325580597,10.3232889175
4,123.744987488,90,18,4.43085050583,0.207631707191
4,149.368057251,91,19,4.20683002472,0.00138205289841
4,127.149337769,92,20,3.8002808094,0.0
4,191.307312012,93,21,3.62720775604,0.0
4,133.562744141,94,22,3.41346621513,0.0
4,125.69367981,95,23,2.88744735718,0.0
4,94.0908203125,96,24,1.88110744953,0.0
5,86.4209060669,97,1,2.71423196793,0.0
5,26.7854290009,98,2,2.71067214012,0.0
5,20.7947006226,99,3,2.61187982559,0.0
5,19.785861969,100,4,2.5843975544,0.0
5,19.6789512634,101,5,2.85262203217,0.0
5,18.4537334442,102,6,2.69775938988,0.0
5,16.2710113525,103,7,5.00397253036,0.0400404334068
5,21.3462963104,104,8,5.49801397324,5.07102203369
5,18.460483551,105,9,6.40499591827,13.0965118408
5,42.1958656311,106,10,5.7560095787,18.2657375336
5,89.1728744507,107,11,5.17833900452,21.0127563477
5,150.722549438,108,12,4.80217647552,22.1714687347
5,215.669891357,109,13,4.36479568481,21.9847106934
5,123.695381165,110,14,4.03305053711,20.2020282745
5,89.3979797363,111,15,4.0652885437,16.169593811
5,62.9927940369,112,16,3.88561248779,11.5700273514
5,50.1960144043,113,17,3.96035861969,7.20767068863
5,50.5090751648,114,18,3.66187977791,0.158558636904
5,53.1367645264,115,19,3.81462001801,0.00138205289841
5,92.3955154419,116,20,3.466350317,0.0
5,64.5345306396,117,21,3.48147249222,0.0
5,51.6282806396,118,22,3.15913963318,0.0
5,29.3740348816,119,23,2.88654327393,0.0
5,30.3308525085,120,24,1.93651759624,0.0
6,49.2435035706,121,1,2.69727396965,0.0
6,18.2497158051,122,2,2.88012528419,0.0
6,19.8072242737,123,3,2.57677221298,0.0
6,18.4182987213,124,4,2.5106780529,0.0
6,23.1249713898,125,5,2.84826016426,0.0
6,18.4377746582,126,6,3.20036387444,0.0
6,18.5548038483,127,7,4.66195678711,0.0273541510105
6,21.7904815674,128,8,6.03167676926,1.32851743698
6,20.2554111481,129,9,5.89202928543,5.82146072388
6,21.706609726,130,10,6.64290857315,9.16469669342
6,51.2275123596,131,11,4.8716878891,10.8491725922
6,61.3495292664,132,12,4.31007099152,12.1148338318
6,32.5431060791,133,13,4.33084106445,14.7796459198
6,190.081756592,134,14,4.24911355972,16.3298187256
6,169.32182312,135,15,4.13926506042,14.960650444
6,228.873062134,136,16,4.58773136139,11.1129760742
6,130.112823486,137,17,4.43895816803,6.56515312195
6,153.885635376,138,18,4.07232999802,0.162352889776
6,295.552947998,139,19,4.28202438354,0.00517630577087
6,153.675018311,140,20,4.0619764328,0.0
6,235.582427979,141,21,3.79116034508,0.0
6,295.365325928,142,22,3.36517190933,0.0
6,134.005279541,143,23,2.94998955727,0.0
6,105.872627258,144,24,2.18844461441,0.0
7,88.5741271973,145,1,2.47943115234,0.0
7,88.957359314,146,2,2.51482486725,0.0
7,89.9253768921,147,3,2.47023224831,0.0
7,75.25025177,148,4,2.21916413307,0.0
7,89.3405151367,149,5,2.1393096447,0.0
7,61.9179000854,150,6,2.92713451385,0.0
7,28.0014362335,151,7,5.48150968552,0.0382171273232
7,57.0527534485,152,8,7.47114372253,6.55123472214
7,143.355239868,153,9,7.81663799286,16.3337345123
7,104.620010376,154,10,7.7604765892,21.2867412567
7,68.5082321167,155,11,7.39768028259,22.9657440186
7,85.7989730835,156,12,4.86758422852,24.3900146484
7,24.0273036957,157,13,5.33413600922,24.9676456451
7,36.3431472778,158,14,4.67757129669,25.2715816498
7,120.643569946,159,15,5.18827009201,24.0593204498
7,109.75553894,160,16,4.48373270035,21.4698734283
7,131.207626343,161,17,4.32220649719,13.4770030975
7,127.080688477,162,18,4.41422080994,0.211425960064
7,171.36114502,163,19,5.19255113602,0.00517630577087
